rating,review
5,Whenever i ve to use this i ve to put it on charge.. poor battery backup
4,If you are looking for noise cancellation please avoid this Bluetooth headset
4,Very nice product
4,Overall good
5,Nic prodect Nic quality
5,not working
5,Very cool product
5,Bass and Sound quality is awesome.Best Battery back up.
4,Awesome product....... sounds very clearly and have a good look ....
5,I like the build quality . And the bass .It feels really gud to Ur neck while wearing it ..
5,Superb product...1# in bass or loudness2# bult design amazing3# battery backup is long Overall it is good product in this range please go for it and don't read negative comments on this project When I was purchasing I thought there is low sound in earphones but when I check or hear the sound I totally wondered
5,Super fast delivery thanks for that.Good Quality.I got it for rupees 1799/- and fully satisfied.Fast charging technology is mind blowing I charge only for 10 min and it charged 80% and use it for 3 days with the volume of 60%.This is my review by using this for last 5 days.
5,Obviously never settle 😍😍😍
5,It is a good product and that boy from which I taken the earphone he is a awesome guy.
4,Very good sound quality. I am totally satisfied 😁
4,The best quality
5,Best ever neckband product by oneplus
5,Nic and durable also sound quality is too gud
5,Very Nice Products Thanks For Flipkart
5,Nice product💓 i like it✌️
5,Battery backup awesomeBass superDesign superSound better
5,Super 💓
5,Connectivity issue
5,My friend was shocked with this sound.its amezing
5,I was So Confused to buy the Normal version and Bass edition.But i am completely Happy with the Bass edition.Awesome Sound Quality and Bass....Low Latency compared to Any others on this price range.Latency is never experienced.Battery Backup is Extremely High. High Volume on this product is not needed for Loud experience.Initial Impression is Simply Wow... Don't even think for second opinion about the bass edition.
5,Amazing head phone battery is superb bass is superb
4,"I think call quality is decent when you are in indoor, could be difficult to hear outdoor sometimes..but regarding this everything is upto the mark.I almost forgot to tell you one thing..(there is issue regarding charging indicator not turning white on 100% ) but tbh not charge it more than 20-30mins."
5,"Product is good, sound quality, design, build and battery backup is good. The only thing is missing dual pairing which they have given in first headphone. Don't understand 1+ logic of removing switch button from this headphones. I find it good for calling when connected from mobile. However, I wouldn't recommend for GTM / Laptop meetings."
5,"OnePlus bullet wireless Z bass edition is awesome sound quality ,bass, battery backup is very very super 🔥🔥🔥🔥,Better than realme buds wireless bluetooth earphones and boat rockerz 255 pro and pro +"
5,Producing noise while calling... Not clear earable earable..... Return exchange is to late....
5,Nice 👌 product
5,Worst
5,I really don't understand why this magnetic power on and off is inbuilt when maximum backup is only one day. Its useless feature as of mine. There is a connectivity issue becoz of this magnetic power on off. Battery backup is very poor when compared to other bluetooth headphones. Earpods also not comfortable. Voice is echoing when hearing because of closed earpods
3,on and off button not working properly
4,nice product
5,Excellent bass 👌 super sounds great feeling 👍 nice product 😊😘
3,Not reached as my expectations sometimes there is a sound problem
5,Nice bass is awesome
5,Excellent quality and sound
4,Very good
5,Osam product
5,Super bass headphones one place five stars super headphones
5,"Great sound,if you're seching for sound and fuctional utility go for it."
5,Very bad product
5,Don't buy this after 1year it's not working properly
4,Everything is fine but battery is worst... Plz refund my money 😥😥😠😠😠
5,Nice products
5,I just bought it a month ago.one side not working
3,Very Good product
5,VERY POOR SERVICE
3,Automatic disconnected
5,"Full change in 1 hour , real backup is approx 18 hour"
5,Sound quality is super..
5,No doubt the sound is brilliant but the quality is not upto the mark as I can show you in this pic where you can find that the volume button is totally out from the neckband within two month of normal use. Image upload showing failed don't know the reason behind it.....
5,I'm the user of OnePlus from last 10 months. It was good. That's why I have ordered it for my frnd. But I'have  give one start becoz of not connecting properly to mobiles.. it's automatically disconnected while call. Not able to exchange in flipkart. We need to go the one plus store for repairing this. It's totally disappointed. We can't go to the store directly that's why we are ordering from online. If any  connectivity issues in this product flipkart will not be take exchange. This is tota...
4,"Super product ,blind fold purchase ,ultimate quality and worth it ,loved it with honest review"
5,"Not sure about battery backup but other things are definitely fine. There are some people who are criticising, must be a BOSE fan but they can't afford, so same expecting from 2000 Rs earphone. Trust me, go for it without any doubt. It's fine!"
5,Got a defective product. Bluetooth gets disconnected automatically.
5,"This product is useless to buy. Within week there is static notice while on call and you can't do anything to fix it. It's manufacturing , compatibility issues with bass edition. I need this to be replaced with basic edition."
4,Can't speak in phone call
4,Sound prblm
5,Good
4,After 1 month the call mic is not working
5,Very Bad Calling features
5,"Don't buy it, waste of money only battery backup is good. It'll not work properly after 6 months🤮🤮🤢🤢🤮🤮. Left earphone is not working after 3 months😖😖. Worst item and I didn't expect this from one+Completely unsatisfied"
5,This headphones are very good and best quality...👍👍 Sounds quality are are very best quality
5,Red light continue
5,Nice product
5,3 months use... but nackband not working... plzz replacement flipkart
4,love it 	OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset
5,Good
5,Best quality & good sound
5,The sound quality is too bad..
4,Nice produce & verry nice day e
5,very Nice product
5,Battery issues and headphone stop working within 6 months. Waste of money. Some local company headphones are better than one plus. Please don't buy this product.
5,Very bad .. when I got earphones they were okay but few days later one earplugs has higher pitch voice ND other one has lower pitch voice.. that's so horrible ..I didn't expect this from filpcard .. they are not even try to connect to customer when I dropped msg abt my queries ..
5,Awesome
5,Calling my voice not cleared
4,"This product is awesome ,bass is good"
5,Right side stopped working
5,❤️Good product☺️
5,Very Good Quality Good Bass Super battery backup 👍👍👌👌
4,"Value for money Product❤ and oneplus is a great brand for comparison to other brand and the earphone is aa very easy and usefull use in jenarl life. The best Bluetooth earphone for gamers(BGMI,PUBG..) it is no latency for play this game😎❤❤"
4,"Very worst product, replacement not given and also service room telling liquid problem, don't buy this product my humble request or waste of your money After 3 month voice not clear, mic not working properly."
5,Not good
5,Waste of money
3,Sound problem
5,Good earphone with great soundBase is not as expected
5,Just an amazing... This is my 5th purchase
5,"I bought for my vivo z1 pro....bass enhancing... Good quality, light weight, good battery back up-to 16 hrs"
4,On off button problem return pottu 3 days finish no reply
5,"Nice, one"
4,Very nice 👌👍🏻❤️❤️I love this
5,Good
5,Nice
5,"Specially the battery backup I loved it, the sound quality is also great , little but low in bass perforamanceReally it 10min charge 10 hrs performanceI brougt it at rs 1494."
5,Supper
3,Very good
5,Very comfortable.Design is good but I was a bit unsatisfied with the position of the control part but after some use I became used to that. Bass is more than that of it's previous version but not like in a wired headset. 8hr continuous working after full charge and taking 40min to full charge after complete discharge.
5,Bass is really awesome n heavy which obviously it's point of selling....this can handle higher bass songs without any tearing up of sound.... battery would have been much better....they claim 17 hrs battery backup but practically it lasts 12-13 hrs .....would recommend everyone to burn these for 2-3 hrs before putting it on...... rating 4/5.
5,"Value for money....Decent sound and bass of the productOverall satisfied with my purchase""Value for money product """
5,Nice .......Owesome ...Nice Product .....
5,Super
5,Really Outstanding 👍👍👍
4,Excellent quality & desgin..
5,Great charge speed and sound quality
5,Bass is Just awesome.
5,Sound quality awesome..
5,Wery nice
4,Everything was so good just one issue that i did not notice while purchasing this headphone bass is too much after 30 min i feel haedache so good for who listen loud nd baseful music it is not for classical music nd reverb i didn't recommend to purchase this bass edition .
5,After 10 months of usage..👌
5,Awesome sound Quality 😍😍
5,"Highly recommended. Perfect Bluetooth connection without any problem. Value for money. Of course boat headset are very good. But this oneplus z bass edition can beat any company's neckband. Don't think too much, if you want to buy Bluetooth earphones please go for it without any hesitation. Such a wonderful product from oneplus"
4,Overall good.
5,After few weeks bt connecting gets slow
5,Very Nice Product
4,Excellent sound and battery backup
5,Excellent
5,"It is the best neckband I have ever purchased under 2k. It has loudness and richness in its sound. It is very light weight feels no weight in neck. In ear fitting is also awesome. According to me, after comparing all other neckband, I arrived at this conclusion that it is the best."
5,"Sound is opp but not for laptop and ios user****""(Whenever you try to volume up and down u will hear a creepy sound for a while!It makes it worst infact sometime u hear it too whenever u hear any song and all!)"
5,Nice build quality
4,Awesome product value for money worth it to buy
5,Left side earphone not working. Waste of money
5,Wow cool
5,The product is awesome. Nothing to say more.
5,One of the best product value for money
5,NYC sounds great quality
5,Simply Amazing !!
5,It's a good product...1.Worth of cost 2. Battery backup is awesome
5,Good quality
4,Super
5,"Everything is okay, just go for without having any second thought ..."
5,Good
5,Superrrr
5,The best wireless
5,Excellent
5,Nice
4,Normal one is better in comparison to the bass edition.
4,Nice
4,Good product
4,Good product value for money
3,Build quality can be improved. problems while switching devices.. every time you switch device you have to manually need to connect. so irritating..
5,Value of money
5,Simply awesome... under 2000 you won't get any better deal than this
5,really it is a premium quality.
5,"This is the first time I am writing review for a product, just because the product is awesome.If you want to purchase a wireless earphone within 2000 it is the best..... everything is awesomeSound quality and bass is very goodMost important is battery backup.... you won't have any problem regarding battery.....just charge for few minutes and enjoy for more than your expectationsAwesome product if you want to buy.. blindly you can buy this."
5,This is verry good because now I'm hearing my husband voice verry clearly I'm very very happy
5,Wonderful proformas face gold Bluetooth oneplus best Bluetooth
5,Good product
5,Nice
5,Super sound
4,"Better than boat (noob) company,must buy it just awesome sound quality n main point is bass is perfect.just love 💕 it"
5,Reviewing after 1 year of use .Best sound quality and fits properly inside ears.charge for 10 min use for 4 hours or more. Good looking . If your using this while riding and making cal then there will be disturbance in mic to other person .
3,"Very bad product, mic is not working after 1 month, I m trying to change or service but one plus customer care not supportive ."
5,"Build quality is good, but earphone is not good. Main thing in earphone is its sound quality, every where is paid reviews, on youtube they will try to compare it with boat n oppo only, why not they buy any other earphone and compare because they are not paid. 700rs earphone performs well as compared to this"
5,"Sound clearance is very good , but base is quite low"
5,What a wonderful headphones 🎧 thanks flipcart
4,Super quality
5,original is original nice boxing one plus is best worth of money
5,Very good product  worth of money
5,Best product I have seen worth to buy and good build
5,Good sound quality and base battery backup not happy
5,"The sound quality was worst after 3 weeks of use, u sound robotic on calls"
5,Overall super But bass is some low But battery pack up is exllentJust 10 min to charge 100 percent it is osm
5,Amazing product by OnePlus
5,very comfortable for long time use also . no ear paining.very comfortable
5,Amazing product....it gives very balanced sound...just loved it...
5,Lovely ❤😊
4,Wire length are just slightly miss match.Although the product is good.
5,Very nice product worth a price i would suggest must buy product.
3,Sound is good but mike is worst from next day mike is not working
5,This is one of the best Bluetooth earphones out there. Battery backup is godly.
5,This ear phones effect the ear drums cause t headache
4,Thank you flipkart for this beautiful bluetooth. Amazing product of Oneplus. It's really awesome.
5,Very good sound quality... Bass is of average type.... Not too good for gaming...
5,It's quality product
4,Good product No... Excuse directly purchase
5,Super sound quality and flexibility
5,"Poor sound quality while during bikeride. Poor connection speed.Worst qualityReturn applicable for this product, but don't any response for my return request....My return request cancelled by flipkart. But I want to return my item. It's the worst product."
4,Voice quality is very badPlease don't buy
3,"Best in it's class, sound quality is just awesome and built is also good..."
5,Gets fully charged in 10 minsSound Quality is Best..You can listen to vocals very clearly..Battery Backup is also very good.. for entire dayI purchased it for 1799 and it's worth every penny
4,While listening to vedios and watching instagram....sound will suddenly go and come after few seconds alot of time facing this isuue..
5,It's super clear voice callBut it's not gaming headphonesLate response from pubg or ff gameOtherwise all good
5,Third class product
4,Everything allright about this earphone but please dont go for it another time. its okay if you have  purchased once .it too is manufactured in china and anything and everything chinese should be boycotted.I am neither a self proclaimed intellectual nor trying to be but please prefer local products and products which have no or very minute relation to china.Ps- my brother ordered for me this time but i have taken oath to eradicate everything chinese from my life within a year or two.  Th...
5,Good product
5,"Problem on playing Game like Pubg,Call of Duty etc.. latency problem... Music or Movie sound was awesome... best of value"
5,Bass
5,Faster Delivery by flipkartAwesome packaging by OnePlusSlim and silk design with soft Elastic band Nice fit and finish...My overall rating is 4/5 on this product.Bass is 5/5Design-4/5Sound Quality-4/5Microphone audio quality-4/5Thank you flipkart for faster Delivery.
5,Superb product from OnePlus
4,Whatsupp calling not working properly please don't wast of many
5,Best sound quality best built qualyty battery back up good
3,Awesome product
5,"i am rating it only 3 stars because of complexity of use. The earbuds are way too big to fit in properly and it keeps dropping out while running. Voice quality is great, but buy only if your usage is very less. wanted to return them but someone in the family agreed to use them instead."
5,"Nice product,  great sound quality 👌"
5,Don't buy guy's 20 days after voice call problem
5,Very premium neckband bt the main issue is price is very high if you can afford you can purchase it.  Otherwise you can go for mivi.
5,Best headphone Bess 10/10 Bettery 9/10Worth money...Thanks flipkart for student deal with 1599rs only
5,Very best item in this price....
5,Best products ❤️
5,My life fast and quickest delivery......... order time 10.35pm.  Delivered in 1.00pm.....tnx Flipkart....
5,"After 2hrs of listening music ...Its awesome...Bass, treble,vocals is great.."
5,"1st of all, flipkart agent maintain covid norms when i taken the parcel. And main things that the Oneplus head phone looks very glossy and sound is hi-fi bass. Comfortable to wear. So I'm happy to buy through Flipkart."
4,Bass is goodBut not for CallsMusic sound is good
5,all ok. BUT.. when I wear my helmet then the OnePlus bullets wireless Z bass edition headphone is creating very irritation into my ear and makes pain.
5,Bluetooth range is very less....
4,Nice product
5,Sound quality is very bad now...
5,It's gone
5,Very poor built in quality and sound is very hazzy
5,Nice product nice full bass and build quality is verry good keep it up onepluse
3,Sound is normal not really greatThough it's a bass model its not enoughAnd it's mic not at all goodAnd it's connection is really very bad it stucks while playingAnd it's design is not really good it's ohk design and charging cable is too small
3,"Not sure, click click sound plays in background some times don't know clearly because it is listenable some times"
5,Good sound and built quality. You can buy it without any doubt.
5,Nice but little bass should be improve
3,Best quality product..bass is too good
5,Its a waste of money waste of time
3,Item stopped working one side after 8 days
4,Well quality but backup is not giving well
3,Everything Osm
5,Battery backup very low as compare to old model
5,Nice product from 1+
3,In 45 days a sound track off
5,"Battery, Connectivity, Comfort - Everything is Ok but Sound is not good, Only Bass is there. Instruments and Vocal are suppressed."
4,"It  my review after using two months of this neckband is very bad , battery backup is good but it's mic stopped working ...very bad experience about OnePlus z bass edition ."
5,Awesome product
5,Excellent  Bass thanks filpkart 😍😘😘😘😘😘
5,It is a quality product must buy if you really wanna enjoy nd it will nerve disappoint you
5,I'ts a amezing product
5,"Awsome product. Bass, sound clarity, power backup everything is balanced and well maintained.I will give 5/5."
4,Nice products osm also battery backup very good
5,Good
5,"Great product, amazing sound quality. Battery backup is best in class. Can go for this without second thoughts."
5,Awesome
3,Although it's a good gadget as far as earphones goes the one major flaw is we can't change songs using volume buttons......Which is basically the biggest boon of using any bluetooth earphones....So when we are doing something and wanna change the track we have no choice but to do it using our phone ......which in my opinion sucks.....When you have to do it using the phone anyway what's the upside of having a bluetooth earphone ....even a cheap quality 50 rupees wired earphone have the same...
4,Supar
4,Mic distortion issue.. in 2days..
5,Its good
5,Awsome
5,Working good no issuses
5,Best quality
5,good product
5,i love it
5,Excellent Work
5,Top class product. Loved it..
5,Awesome product
4,"All good, just like new, all accessories was there in the box"
4,Suppr
5,Sound quality including bass is superb. Magnetic on-off feature really helps to save battery.
5,Good products
5,so help full with your customer care officer and helping mind for each customers.
5,Very very nice
4,Nice
5,Very good product 👌 I love it in my price
5,Nice product
5,Awesome quality Sound quality amazingBattery backup about 9hr in just 10min
5,Superb
5,"Bass is exaggerated so much that u will miss the details of music as well as general sound. Even if you listen podcast, sound is not clear due to bass effect."
5,Awesome good product but not satisfying the sound bass quality
5,Awesome 😍
4,Value for money
5,With a Great sounds & bass & good battery backup Under 2K best gadget..
5,ProsSuper battery backup Super fast charge as promised Nice sound quality and effects Bass is unbelievable Good build quality Looks elegant and premiumComfort ware around neck   ConsThe headset wires are little short
5,I liked very much
5,Super
5,Battery life is simply amazing.Worth it.
5,Very good sound
5,mind-blowing Sound and bass....noise cancelling is superb
5,Very good
5,"Once you decide to buy this oneplus Bullets Wireless Z BE, just buy it ,,noting to worry about it, oviously outstanding performance 😊"
4,Superb
5,All in one
5,Perfect classy sound.build quality and desing is excellent.battery backup is also good
5,The Product is very good quality an d it's sounds is very Smooth and clearly . Thx #Oneplus
5,Malfunctioned after 10 days of useDon't buy it.
5,there is no any kind of noise  cancelation....please  go and check reviews before buy it for noise cancelation effects.
5,I brought a Bluetooth 1 week ago..Sound is very good ...
4,Great companies are built on great products.
5,Talking on the phone did not sound good
5,Ok
3,"Ive been using it for almost 1 yr. Its battery backup is gone and i""ve to charge it almost every day."
3,When we respond in calls not clear voice
3,I am using OnePlus 8T with this earphone but actual sound and bass in batter in iphone(check in 11 max pro).
5,Bluetooth connectivity is very poor .Neckband is automatically turns off .and disconnected automatically .
5,Excellent sound & base qualityCalling experience bhi excellenceBattrey backup 12-15 hour depend on your volume if you listen 50-70% volume your backup 13-14 hour Over all best wireless earphone in this price range No problem facing with realme 6i..
5,"After using for week. Good backup and sound but has frustrating connectivity issues, randomly gets disconnected in between calls and while playing music"
4,"Best among others... Dont go for realme,redmi,boat etc...just go for it...thank me latter"
5,Facing some type of error in connecting bluetooth on call not satisfied even after replacement 😐😑
3,Bass not good
4,Bass quality is not good and sound quality also is not good and not fit in ear properly
5,Everything about this product is fine . The only problem is these do not fit properly in the ears. They are loose so u will have to readjust them frequently. Except that everything is fine.
4,Sound quality semma very nice product
4,Nice quality but bass is not upto as expected
4,One of best neckband I ever seen before.. I like it
4,Bakwas .. go for regular
5,Good productAmazing baseBattery faddu
4,Worth of money. Battery backup is awesome. If your budget is 2k then this is the perfect match for you
5,Good product
5,Nice one headphone.
5,Excellent earphones.. But I can't find any difference  in Z and Z bass addition both have same sound and bass quality... Just design and name is changed I guess. Otherwise excellent product.
5,Very good product
4,Best products
5,Nice product Super sound Quality . Battery backup is so far.
5,Good quality
4,Better
5,not good product
5,"Too bad product, this item is not working properlyFlipcart is cheating customers......."
5,Super headphones look super sound bass superGood product 😍
5,Nic and amazing bass edition                                   AndSuperb earphones in oneplus ➕
4,Very bad
5,"Bad sound,, wrost money,,,"
3,Oneplus is the best neckband..💞Sound quality awesome💞💞Bass 💯 to 💯💞💞💞 Battery backup super fantastic💞💞❣️❣️Overall fantastic❣️❣️
5,"Sound is not clear , and Mic on da move is not good as receiver can't hear us,  but connectivity superb"
4,Not upto the mark. Z bass version is a waste of money.
5,sound is good bass is nice overall very good 4/5 rating
4,"it's work 2 days only after I received , its suddenly stopped working when I talking with my frnd worst product, no words to express"
5,"Awesome product, best value for money"
5,Fast charging not working l battery backup poor
3,"Not upto the markLess batteryLow bassPoor connectivity, auto disconnects during callsTake longer than needed to reconnect."
4,Amezing ..I am so happy..😊 becouse . OnePlus bullet wireless z bass addition it was vry good quality ... 👌👍
4,The base is not Clear in full volume and feel lag in base and an un wanted noise comes in high base
5,Cost cutting in this new bullet wireless z earphone...I ordered it last in that dedicated button for volume was present...but in new one volume button installed in battery chamber and switch on/off button itself on call attend button
5,Good headphones in this price range. Low latency while playing games and sound quality is also above average. If price would be around Rs. 1500 than it will be a best deal.
5,Awesome
4,1)Amazing Sound Quality and Awesome Bass Effect2)Good Battery Back-up3)Faster Connectivity with Bluetooth4)Build Quality was awesome5)Quick Charge and Magnetic Control are the best featuresOver all it's Good...
3,After 3 days one side earphone is not working 🔇.. very bad quality
5,"Waste product  this worked only 25days, after 25days its not working🤙👊 Waste waste waste waste"
5,I love it. Bass is so powerful and also battery life is fabulous. Without any hesitation you guys can buy this. Thanks Flipkart
4,Very bad
5,I love you
4,Awesome quality Battery backup is also very good
5,Very nice
3,Product cost is high and it's quality is bed voice sounds is not good battery life is low time period
5,Please don't buy this product not worth there is no noise cancellation...pls go with realme band with noise cancellation...
5,Value for money product
5,Good
5,"Very high quality product, clear sound and sweet bass,I love this earphone ❤️😍"
5,Nice
5,"Sounds low, never expected such thing from a brand."
5,Best earphones. This is my 2nd time purchase. Got at 1550. Offer price.
5,Sond koliti bad
5,Experience is not good with this earphones
4,"Not working for calls, getting extra noise in calls, very costly with no basic quality"
5,Best products
4,Over all product is nice.But noise cancellation is worst.For online classes and for music purpose this earphone is very nice and while listening music we can hear every instrument sound very clearly. So if and one want to buy it you can buy it. But for calling purpose it is waste. Better you can buy oppo Enco M31  will be the best option for all purpose.But only 8 hrs play back time. You can ask your doubts in instagram
5,Good
5,Red in Ear ... Perfect... 100%👌
5,This product is very bad some day after is not working and one year warranty not hearing your requested so please no any bye this product if you bye this than your mony lose you best head phone is Boat company
5,Value for money nice product
5,"Sound quality, bass great unbelivalable super bass all is good"
5,"Over all good experience in this price range.Giving this review after using 3 months. Battery 🔋 is amazingly long lasts for atleast 2 days with almost 10 hrs of heavy usage. I usually charge it for just 5 minutes and 1 days full use is enough.Music 🎵 is also power-packed. With this price range i quite shocked first that one plus can give this type of sound. Usually i found this type of sound and clearity in higher range with premium brands like Audio technica, AKG, Marshalls and B&O's ..."
5,Very good product
5,Best wireless head phone...No any problem...in this Go for it...Thanks flipkart ...Osmm.. product
5,Automatic disconnecting problem
4,Very good earphone but price is too high it should be at 700 to 800 price. My U&I earphone which is cost of Rs. 499 produce the same output.
5,"Battery backup is not so good as told,,,But overall very good product"
5,South quality is mind blowing I have used many of mivi boat another one but one plus is very nice♥️♥️
5,Nice product 👌 build quality is nice bass super
5,Waste of money. It's not even one month it got broken.disappointed with the quality of the headset
5,It's good
5,Bad
5,Sound quality is good but seller service is to poor
4,It's battery is some what ok but sound quality should improve
5,Nice product bass awesomeBest price range Price range awesomeBluetooth connectivity 5.0Nice product this price range
5,Very nice productGood batterySound quality best
5,I'm writing this after 15 days use.I have compared all the blutooth with oneplus. Nothing is best than this. If you are a music lover just blindly go for this. Only one cons that is mic if far from mouth compared to basic edition.
5,*Nice Quality ....*Amazing Sound🎧🎧🎶*SUp...Bass🎧🎧🎶
5,I can feel sound super sound quality..
4,"There is no product in the box it os empty , i gave for refund and replace also but they rejected that it is very bad to buy in online ☹️😔"
5,Quite Decent 👍Good For Calling Purpose 📞
5,Maximum price 1200
4,I am getting once again connecting problem Already i give a complaint to flikcart cc ... there is no respo5
5,Battery back is 13h and great fast charging
5,Too much rubbing noise when we wear around neck doesn't connect soon
5,Build quality is very bad .. worst experience ...plz don't buy..I use above 6 month
5,Battery back is awesome👍 nice design
4,"I am very disappointed with this product. I invested money on this waste product. Bass is very low, when you try to hear on full volume then it's sounds hurt your ear. Can't put in your ear continue, starts pain. Also dealer don't return the product according to his policy it can be replace only."
5,Not happy with the product..you can't pick the call directly from the earphone..
4,It's been 4 months it was working perfectly....but all of a sudden it Stopped working..... bluetooth is not connecting to my oneplus phone....
4,NICE Product for Bass Edition
4,It's not working
5,"Nice sound quality, and bass superb , i like it"
5,It's very nice product and satisfacted for me.
5,Wrost connectivity. Specially call problem
5,Sound quality is very good
5,Good sound
5,Nice product
4,All is well.But it's not good design.The earphone automatically sticks out of the ear.
4,"Sound is too high if heard in full sound, It would leave you with an unnecessary headache but overally if u hear it with the recomended sound,like u can rise up to the volume until your phone says ""More can cause damage"".                        And the call quality is not out of the box. The voice over the call gets a bit like disconnected.                  Overally the product is good but it is not a 100%                 I would give it a 85 our of 100.                                 ..."
5,Guys you can blindly trust to oneplus for this product. Seriously it's a superb superb bluetooth sound system. I'm fully satisfied
3,"Active noise cancellation is not up to the mark.Sound quality is good.Battery backup is also good, runs for 2 days with a good usage.Also facing lot of connectivity issues with my redmi note 7 during calling, sometimes voice does not come"
3,Amezing build quality ... battery backup is also good
4,I used it for two and i feel in my product somr time it loses the and suddenly stop to for fraction of second and working again with in the second i dont no why??????
5,Awesome headphones
5,Super base and sound
4,Nice bluetooth
4,Horrible experience please don't buy this product.
5,"This was my first wireless headphones.I had lot of expectations,but i got frustrated.500rs earphones gives the same quality.i didnt notice any quality difference with 500 rs and 1999rs headphone.Wont recommend for music lovers.i am still using it only bcoz its wireless .Bass is little less .I snubbed realme and went for this one .But i regret now.I dont think its good at this price range."
5,Very good
4,So super sound one Plus earbudss Bullets bass
4,Ok
5,Bettry backup is very low
5,Brand is brand
5,Awesome product
4,Nice 👍🙂
5,I am not happy with our products. So please I am requesting you please send me good quality
5,Superb quality...pesa hasull
5,Good products
5,Very very nice
4,Just amazing product thank you Flipkart👌👌
4,Good
4,Everything is ok but colour replacement service is very vad
5,Battery backup is very poor
5,Very good
4,I love it
5,Best in the market
4,It's a good bluetooth headphone and woks very well. but price is more compare to other brands.
5,Very bad quality. Use less after one month of use. Service is not good.
5,"Oneplus is not taking care of any issues nowadays, my blue tooth is not connect to device& even not getting charging. Flipkart also not taking the return policy. Don't order through Flipkart"
4,Very good product
5,Value of money 👍🏻 awesome Product
5,"Very nice quality, bass is super .sound and battery 🔋 100% Good quality and parformance"
5,Amazing product by Flipkart
3,Amazing product by Flipkart
5,Very good
5,Battery awsome connectivity good
5,"I hate this,Disconnect and connect automatically when calling,Too bad earphone I used in my life,Only build quality best."
5,Sound quality is good
5,Awesome audio quality 🎧🎧
4,Super product
5,Worst product ever
5,Overall good
5,Good product
5,Loved It!
5,Osm
5,Must buy product .Balanced performance.
5,Waste quality
5,This product is just amazing
5,It's looking very nice.
5,It's awesome..
4,Good better
4,Good.... Mic prblm show after 1month use
5,Super
4,Good product and quality is very good
5,Much Luv ❤... Vgud Sound Quality 💛
5,Product is best one plus
4,Bluetooth awesome
5,This is the nice product. Buy without giving a thought.
5,Mind blowing osm fabulous
5,Nice
5,O som
5,Satisfied 😊
5,Love it
5,Good 👍
5,Very bad
5,Good quality
5,MIND BLOWING PRODUCT
5,Overall good
5,Amazing protect... Strong bass... Best Battery backup... Osm DesignThank You OnePlus ❤️
5,"As there is sound problem in it, automatically it arise. Kindly resolve the issue."
5,Don't buy this pls i recommend u don't buy this
5,Best quality9
5,"Never expected such kind of experience from Flipkart. Defective product delivered,Did even used for one day . 2000 bucks gone in to vain. I want to return this product"
4,Voice quality is not good
5,Amazing product
5,Best headphone
5,Nice
5,Nice product look like earphone
4,Good product
5,Product is but after service is not good by OnePlus. Service center takes lots of time to repair or replacement after damage. Product is good but service provided by the OnePlus is totally worst.That why in my point of view this is totally waste of money .
5,"Hello I had bought this headphones at 7 Jun 2021,yesterday it has stopped working one side of it,  I so disappointed with this and calling it for replacement under warranty."
5,Very good 🤟🏻👌🏻🎁👌🏻👌🏻👌🏻👌🏻👌🏻
5,vry nice
5,Super
5,Very nice
4,Ok
5,Very good
5,After few days one side is damaged....🤬🤬🤬
5,missing prodect
5,Excellent product.
5,Super
4,Nice
5,Very nice product
5,Very nice
5,Super
3,Hearing songs ok but when use for calls some problem is there..
3,My sister wanted to have this earphone.... So O bought for her... Quality wise good but noise cancellation is not there
5,Nice
4,Good product
5,mike is not good at telking
5,Nice item
4,very good
5,It good product but woofer coming more
3,Hmm good
5,Best quality but bass is not comfortable and battery is not useful no battery backup
4,"Good quality product  , I also like auto disconnect"
5,Osm
5,Good
5,Best product
4,Not good product
5,Awesome 👍 sounds and looks
5,Really awesome 😎
5,Very nice
5,Very good product
5,Awesome
5,Good product from Flipkart 💥
5,Good
5,Beautiful ❤
5,Nyc product
5,This product quality overall v good 👍
5,Feel music❤️
5,Love it
5,Very nice products....
5,I love this
5,good 😍😍😍
5,Pls. Change the ear bed for more comfortable. Look like samsung level U
5,Poor quality
5,Bad quality
5,Its  failures model i bought 2 month before  company gave  1 year warranty but  both speaker not hearing
5,Good sound and very good battery backup
5,Ossam
5,Value for money 👍
4,I am using 2 year
3,"Every thing is good in this device but when i connect it with my pc , then the small switch button was come in mind , which is miss ."
5,Nice One
5,Very good qualityVelue for money
5,Sooo good
4,Yeh I bought it for the second time: Andy loved it
4,Nice very good I love this product
5,Very poor quality
5,Osm quality
5,Very nice product
5,Good product 👍
3,Good morning
5,Good
5,Very Nice Product 👌
5,Nyc quality
4,very nice prodct
5,Very good quality
5,Ultimate product
5,Value for money Good Quality
5,Good quality
5,Good product..Sound quality is super
5,Very good product
5,If you have a OnePlus Phone then go for it 🔥
5,Not connect the my phone
5,Good everyone
5,Very good
5,Its a wonderful product
5,Nice one.. enough
5,Nice one but bass is very low
5,Total waste of money
5,Light weight
4,Good produced
5,Price is rising but ok
5,Nice
4,Good company
5,Excellent product
5,"Wow... What a sound sound quality,  battery backup is awesome"
5,Good product in low cost
5,Wow
5,Good
5,Not good
5,Build quality is better than other
4,Not recommended for phone calls. Mic is worst.
4,Sounds good..... Great product
5,Good
5,Super
4,Nice product
5,Very nice product to bye understand 2000
5,Classy Product...
5,Very nice!
5,Super and best
4,"Good quality product, only draw back its cant connect multi devices at a time.."
3,average
5,Good
5,Nice one
5,Good
